survey_id,event_id,event_title,survey_date,source_of_hearing,age_group,annual_household_income,overal_event_expression,feeback_suggestion,genre,text_A,text_B,combined_text,sentiment_score,month_str
608,,CircusScienceSpectacular,,Email,26-35,"$100,001 - $200,000","Great experience. Fun, exciting, educational! Would recommend. ",,,"Great experience. Fun, exciting, educational! Would recommend. ",,"Great experience. Fun, exciting, educational! Would recommend.  ",0.42812500000000003,
609,,CircusScienceSpectacular,,Walla Walla Union Bulletin,66+,"$100,001 - $200,000",Good,,,Good,,Good ,0.7,
610,,CircusScienceSpectacular,,Word of Mouth,,,Good,"There was a photographer taking pictures of the audience. When it comes to taking pictures of children and posting them online, people should request permission first. Some people value their privacy and/or don't want to have pictures of their kids posted online. ",,Good,"There was a photographer taking pictures of the audience. When it comes to taking pictures of children and posting them online, people should request permission first. Some people value their privacy and/or don't want to have pictures of their kids posted online. ","Good There was a photographer taking pictures of the audience. When it comes to taking pictures of children and posting them online, people should request permission first. Some people value their privacy and/or don't want to have pictures of their kids posted online. ",0.475,
611,,CircusScienceSpectacular,,Gesa Power House Theatre website (www.phtww.org),46-55,"$100,001 - $200,000",It was very nice. We enjoyed our time there a lot. Sound and lighting were both very good quality for those with a normal hearing range. ,My husband does not hear well - did you have any options to assist with that?  ,,It was very nice. We enjoyed our time there a lot. Sound and lighting were both very good quality for those with a normal hearing range. ,My husband does not hear well - did you have any options to assist with that?  ,It was very nice. We enjoyed our time there a lot. Sound and lighting were both very good quality for those with a normal hearing range.  My husband does not hear well - did you have any options to assist with that?  ,0.5479999999999999,
612,,CircusScienceSpectacular,,"Social Media (Facebook, Twitter, Instagram)",36-45,"$100,001 - $200,000",Great,,,Great,,Great ,0.8,
613,,CircusScienceSpectacular,,Walla Walla Union Bulletin,25 and under,"$200,001 or above",,,,,, ,,
614,,CircusScienceSpectacular,,"Walla Walla Union Bulletin, Social Media (Facebook, Twitter, Instagram), Email, Gesa Power House Theatre website (www.phtww.org)",66+,"$100,001 - $200,000","One of the best programs for kids we have seen at the threater.  Kept the audience of all ages, including some younger littles, engaged and enjoying the show.  Moved well. We all enjoyed the show. ",,,"One of the best programs for kids we have seen at the threater.  Kept the audience of all ages, including some younger littles, engaged and enjoying the show.  Moved well. We all enjoyed the show. ",,"One of the best programs for kids we have seen at the threater.  Kept the audience of all ages, including some younger littles, engaged and enjoying the show.  Moved well. We all enjoyed the show.  ",0.5,
615,,CircusScienceSpectacular,,Gesa Power House Theatre website (www.phtww.org),66+,"$50,000 or below","Good, overall impression, and the kids enjoyed it!","Can't think of anything at this time, but would be happy to contact you, if I think of anything...",,"Good, overall impression, and the kids enjoyed it!","Can't think of anything at this time, but would be happy to contact you, if I think of anything...","Good, overall impression, and the kids enjoyed it! Can't think of anything at this time, but would be happy to contact you, if I think of anything...",0.53125,
616,,CircusScienceSpectacular,,Gesa Power House Theatre website (www.phtww.org),66+,"$50,001 - $100,000","Good quality, lighting, sound and value. Educational and fun. About 15 minutes too long for my second grade grandson, ",It was a good experience and I hope there are many more family theater opportunities for kids. ,,"Good quality, lighting, sound and value. Educational and fun. About 15 minutes too long for my second grade grandson, ",It was a good experience and I hope there are many more family theater opportunities for kids. ,"Good quality, lighting, sound and value. Educational and fun. About 15 minutes too long for my second grade grandson,  It was a good experience and I hope there are many more family theater opportunities for kids. ",0.36666666666666664,
617,,CircusScienceSpectacular,,"Social Media (Facebook, Twitter, Instagram)",46-55,"$50,001 - $100,000",,,,,, ,,
618,,CircusScienceSpectacular,,Email,66+,,"It was a fun event, very entertaining. I attended with my 3 grandchildren, ages 6, 9 and 13. They all three had a great time and said they would love to go to another event like this one. ",,,"It was a fun event, very entertaining. I attended with my 3 grandchildren, ages 6, 9 and 13. They all three had a great time and said they would love to go to another event like this one. ",,"It was a fun event, very entertaining. I attended with my 3 grandchildren, ages 6, 9 and 13. They all three had a great time and said they would love to go to another event like this one.  ",0.5625,
619,,CircusScienceSpectacular,,Gesa Power House Theatre website (www.phtww.org),56-65,"$100,001 - $200,000","Fun, entertainment, and geared for both kids and adult humor. My 2 grandchildren age 7&10 enjoyed the show also. ",,,"Fun, entertainment, and geared for both kids and adult humor. My 2 grandchildren age 7&10 enjoyed the show also. ",,"Fun, entertainment, and geared for both kids and adult humor. My 2 grandchildren age 7&10 enjoyed the show also.  ",0.3,
620,,CircusScienceSpectacular,,Gesa Power House Theatre website (www.phtww.org),56-65,,"Took my grands. Was fun. 
And finally something affordable. 
Most show are to expensive.","More kids stuff at a good value.
We are a very lower income for younger people. ",,"Took my grands. Was fun. 
And finally something affordable. 
Most show are to expensive.","More kids stuff at a good value.
We are a very lower income for younger people. ","Took my grands. Was fun. 
And finally something affordable. 
Most show are to expensive. More kids stuff at a good value.
We are a very lower income for younger people. ",0.2125,
621,41.0,Exposure,2023-10-18,Gesa Power House Theatre website (www.phtww.org),56-65,"$200,001 or above","Excellent sounds, lighting, and seating.  Overall an excellent value and a great experience.",,Film Screening,"Excellent sounds, lighting, and seating.  Overall an excellent value and a great experience.",,"Excellent sounds, lighting, and seating.  Overall an excellent value and a great experience. ",0.7,2023-10-01
622,41.0,Exposure,2023-10-18,Email,56-65,"$100,001 - $200,000",Excellent. Love programming about women adventurers!,,Film Screening,Excellent. Love programming about women adventurers!,,Excellent. Love programming about women adventurers! ,0.8125,2023-10-01
623,78.0,LasCafeteras,2024-05-09,Walla Walla Union Bulletin,26-35,"$100,001 - $200,000",,,Fundraiser / Gala,,, ,,2024-05-01
624,78.0,LasCafeteras,2024-05-09,"Email, Gesa Power House Theatre website (www.phtww.org)",66+,"$50,001 - $100,000","Fantastic!  Energy, positive vibes, great entertainers, what a fun night.",,Fundraiser / Gala,"Fantastic!  Energy, positive vibes, great entertainers, what a fun night.",,"Fantastic!  Energy, positive vibes, great entertainers, what a fun night. ",0.45681818181818185,2024-05-01
625,78.0,LasCafeteras,2024-05-09,"Social Media (Facebook, Twitter, Instagram)",56-65,"$50,001 - $100,000",Great all of it was wonderful. Thank you for keeping the arts alive in WW. Especially cultural. ,,Fundraiser / Gala,Great all of it was wonderful. Thank you for keeping the arts alive in WW. Especially cultural. ,,Great all of it was wonderful. Thank you for keeping the arts alive in WW. Especially cultural.  ,0.525,2024-05-01
626,78.0,LasCafeteras,2024-05-09,Gesa Power House Theatre website (www.phtww.org),66+,"$100,001 - $200,000",Outstanding,,Fundraiser / Gala,Outstanding,,Outstanding ,0.5,2024-05-01
627,78.0,LasCafeteras,2024-05-09,Gesa Power House Theatre website (www.phtww.org),36-45,"$100,001 - $200,000",The show was AMAZING! Excellent performers. Sound and lighting were solid. It got pretty hot toward the end of the show.,Better fan in the women’s restroom. Someone destroyed it and the smell was overpowering.,Fundraiser / Gala,The show was AMAZING! Excellent performers. Sound and lighting were solid. It got pretty hot toward the end of the show.,Better fan in the women’s restroom. Someone destroyed it and the smell was overpowering.,The show was AMAZING! Excellent performers. Sound and lighting were solid. It got pretty hot toward the end of the show. Better fan in the women’s restroom. Someone destroyed it and the smell was overpowering.,0.45,2024-05-01
628,78.0,LasCafeteras,2024-05-09,Gesa Power House Theatre website (www.phtww.org),56-65,"$50,001 - $100,000",Very nice,,Fundraiser / Gala,Very nice,,Very nice ,0.78,2024-05-01
629,78.0,LasCafeteras,2024-05-09,Email,46-55,"$100,001 - $200,000","The group was fantastic! The lights were not. The sound was fine, but lead male was hard to hear at times. The show was well worth the money. ",,Fundraiser / Gala,"The group was fantastic! The lights were not. The sound was fine, but lead male was hard to hear at times. The show was well worth the money. ",,"The group was fantastic! The lights were not. The sound was fine, but lead male was hard to hear at times. The show was well worth the money.  ",0.22083333333333333,2024-05-01
630,78.0,LasCafeteras,2024-05-09,Gesa Power House Theatre website (www.phtww.org),66+,"$100,001 - $200,000",It was good & highlighted the singers just right. ,"The Cafeteras are an awesome Band show.  I wish there had been more marketing on their music to the WW, M-F & Tri-Cities region.  I think you would have been completely sold out.  There would have been more of Hispanic turn out even if it was on a Thursday.  I would most definitely go again if they come back to WW.  Thank you so much for bringing them to WW Gesa Power House Theatre...  & for all you do for our WW Region in the ARTS. ",Fundraiser / Gala,It was good & highlighted the singers just right. ,"The Cafeteras are an awesome Band show.  I wish there had been more marketing on their music to the WW, M-F & Tri-Cities region.  I think you would have been completely sold out.  There would have been more of Hispanic turn out even if it was on a Thursday.  I would most definitely go again if they come back to WW.  Thank you so much for bringing them to WW Gesa Power House Theatre...  & for all you do for our WW Region in the ARTS. ","It was good & highlighted the singers just right.  The Cafeteras are an awesome Band show.  I wish there had been more marketing on their music to the WW, M-F & Tri-Cities region.  I think you would have been completely sold out.  There would have been more of Hispanic turn out even if it was on a Thursday.  I would most definitely go again if they come back to WW.  Thank you so much for bringing them to WW Gesa Power House Theatre...  & for all you do for our WW Region in the ARTS. ",0.3785714285714286,2024-05-01
631,78.0,LasCafeteras,2024-05-09,"Poster, Email, Gesa Power House Theatre website (www.phtww.org)",56-65,"$200,001 or above",Beyond wonderful - I'm using a MAC and somehow deleted a nice bit about how wonderful it was.....chat later.,Consider having a few tables and chairs out on the balcony/patio with the door open to allow guests to enjoy the beautiful weather and meet.  I understand that it was too windy for the front yard.,Fundraiser / Gala,Beyond wonderful - I'm using a MAC and somehow deleted a nice bit about how wonderful it was.....chat later.,Consider having a few tables and chairs out on the balcony/patio with the door open to allow guests to enjoy the beautiful weather and meet.  I understand that it was too windy for the front yard.,Beyond wonderful - I'm using a MAC and somehow deleted a nice bit about how wonderful it was.....chat later. Consider having a few tables and chairs out on the balcony/patio with the door open to allow guests to enjoy the beautiful weather and meet.  I understand that it was too windy for the front yard.,0.45625,2024-05-01
632,78.0,LasCafeteras,2024-05-09,Gesa Power House Theatre website (www.phtww.org),66+,"$100,001 - $200,000",Great-haven't seen that much energy on the stage for a long time.,,Fundraiser / Gala,Great-haven't seen that much energy on the stage for a long time.,,Great-haven't seen that much energy on the stage for a long time. ,0.07500000000000001,2024-05-01
633,12.0,TelAvivWindQuintet,2023-03-24,,66+,,Lighting was subpar. Enjoyed the performance.,,Musical,Lighting was subpar. Enjoyed the performance.,,Lighting was subpar. Enjoyed the performance. ,0.5,2023-03-01
634,12.0,TelAvivWindQuintet,2023-03-24,Email,66+,"$100,001 - $200,000",Forgot to attend—couldn’t find the tickets.,,Musical,Forgot to attend—couldn’t find the tickets.,,Forgot to attend—couldn’t find the tickets. ,0.0,2023-03-01
635,12.0,TelAvivWindQuintet,2023-03-24,"Email, Word of Mouth, Gesa Power House Theatre website (www.phtww.org)",66+,"$100,001 - $200,000",Excellent,,Musical,Excellent,,Excellent ,1.0,2023-03-01
636,12.0,TelAvivWindQuintet,2023-03-24,Email,66+,"$100,001 - $200,000",Terrific,,Musical,Terrific,,Terrific ,0.0,2023-03-01
637,12.0,TelAvivWindQuintet,2023-03-24,Word of Mouth,66+,"$50,001 - $100,000",We enjoyed the very talented musicians very much! Went to both performances. P&Wolf they were SO amazing not only playing together but also acting!! Thank you for bringing them to (America) Walla Walla.,,Musical,We enjoyed the very talented musicians very much! Went to both performances. P&Wolf they were SO amazing not only playing together but also acting!! Thank you for bringing them to (America) Walla Walla.,,We enjoyed the very talented musicians very much! Went to both performances. P&Wolf they were SO amazing not only playing together but also acting!! Thank you for bringing them to (America) Walla Walla. ,0.38916666666666666,2023-03-01
638,12.0,TelAvivWindQuintet,2023-03-24,Gesa Power House Theatre website (www.phtww.org),66+,,All good!  The only suggestion I can make is the stage area can use some sprucing up.,See above comment,Musical,All good!  The only suggestion I can make is the stage area can use some sprucing up.,See above comment,All good!  The only suggestion I can make is the stage area can use some sprucing up. See above comment,0.2916666666666667,2023-03-01
639,12.0,TelAvivWindQuintet,2023-03-24,Word of Mouth,66+,"$100,001 - $200,000",Very good. I love the acoustics of the PHT,"I have no suggstions except ""keep up the good work""",Musical,Very good. I love the acoustics of the PHT,"I have no suggstions except ""keep up the good work""","Very good. I love the acoustics of the PHT I have no suggstions except ""keep up the good work""",0.7033333333333333,2023-03-01
640,12.0,TelAvivWindQuintet,2023-03-24,Gesa Power House Theatre website (www.phtww.org),66+,"$100,001 - $200,000",Great,,Musical,Great,,Great ,0.8,2023-03-01
641,12.0,TelAvivWindQuintet,2023-03-24,"The Entertainer, Gesa Power House Theatre website (www.phtww.org), Other",56-65,"$100,001 - $200,000","The Power House is the perfect venue for a concert like this. All seats are wonderful! Sound: wonderful! Lights: wonderful!
We love coming a bit early to get parking and a glass of wine before the show. It makes the evening extra special. The ushers, greeters and wine servers were all so friendly and helpful!","I would encourage you to maintain the high level of professional, family-friendly, and noncontroversial entertainment selections. Several of your recent/current performers are very offensive.",Musical,"The Power House is the perfect venue for a concert like this. All seats are wonderful! Sound: wonderful! Lights: wonderful!
We love coming a bit early to get parking and a glass of wine before the show. It makes the evening extra special. The ushers, greeters and wine servers were all so friendly and helpful!","I would encourage you to maintain the high level of professional, family-friendly, and noncontroversial entertainment selections. Several of your recent/current performers are very offensive.","The Power House is the perfect venue for a concert like this. All seats are wonderful! Sound: wonderful! Lights: wonderful!
We love coming a bit early to get parking and a glass of wine before the show. It makes the evening extra special. The ushers, greeters and wine servers were all so friendly and helpful! I would encourage you to maintain the high level of professional, family-friendly, and noncontroversial entertainment selections. Several of your recent/current performers are very offensive.",0.4489923469387755,2023-03-01
642,12.0,TelAvivWindQuintet,2023-03-24,Walla Walla Union Bulletin,66+,"$100,001 - $200,000",everything was excellent,,Musical,everything was excellent,,everything was excellent ,1.0,2023-03-01
643,12.0,TelAvivWindQuintet,2023-03-24,"Walla Walla Union Bulletin, Email, Gesa Power House Theatre website (www.phtww.org)",66+,,Awesome!,,Musical,Awesome!,,Awesome! ,1.0,2023-03-01
644,150.0,AndrewSleighter,2023-12-31,Gesa Power House Theatre website (www.phtww.org),36-45,,Great!,,Workshop / Class,Great!,,Great! ,1.0,2023-12-01
645,150.0,AndrewSleighter,2023-12-31,Gesa Power House Theatre website (www.phtww.org),25 and under,"$50,000 or below",,,Workshop / Class,,, ,,2023-12-01
646,150.0,AndrewSleighter,2023-12-31,Gesa Power House Theatre website (www.phtww.org),56-65,"$50,000 or below",Excellent,,Workshop / Class,Excellent,,Excellent ,1.0,2023-12-01
647,150.0,AndrewSleighter,2023-12-31,Gesa Power House Theatre website (www.phtww.org),56-65,"$50,001 - $100,000",Excellent!,Love these shows  at the gesa theater! ,Workshop / Class,Excellent!,Love these shows  at the gesa theater! ,Excellent! Love these shows  at the gesa theater! ,0.8125,2023-12-01
648,150.0,AndrewSleighter,2023-12-31,Gesa Power House Theatre website (www.phtww.org),46-55,"$200,001 or above",Phenomenal! We laughed so hard. We also had our three early 20’s children and they were cracking up just as hard! I’m going to find him other places and tell friends. So great!,,Workshop / Class,Phenomenal! We laughed so hard. We also had our three early 20’s children and they were cracking up just as hard! I’m going to find him other places and tell friends. So great!,,Phenomenal! We laughed so hard. We also had our three early 20’s children and they were cracking up just as hard! I’m going to find him other places and tell friends. So great! ,0.23482142857142854,2023-12-01
649,150.0,AndrewSleighter,2023-12-31,Walla Walla Union Bulletin,66+,"$100,001 - $200,000",4 out of 5.   Wish the closing had been a bit more organized to truly celebrate the turn of the year ,,Workshop / Class,4 out of 5.   Wish the closing had been a bit more organized to truly celebrate the turn of the year ,,4 out of 5.   Wish the closing had been a bit more organized to truly celebrate the turn of the year  ,0.5,2023-12-01
650,150.0,AndrewSleighter,2023-12-31,Word of Mouth,36-45,"$50,001 - $100,000","It was a good fun event,  sound was great,  lighting was great.  I loved that you added champagne and the East Coast New Years Celebration. ","It was a great show,  great job. 
My only feedback is that the railing right in front of the BB seating was very low and I assume it is for viewing purposes but it was scary walking by that especially for someone scared of heights and also not great with balance. Otherwise it was a great evening.  Thank you! ",Workshop / Class,"It was a good fun event,  sound was great,  lighting was great.  I loved that you added champagne and the East Coast New Years Celebration. ","It was a great show,  great job. 
My only feedback is that the railing right in front of the BB seating was very low and I assume it is for viewing purposes but it was scary walking by that especially for someone scared of heights and also not great with balance. Otherwise it was a great evening.  Thank you! ","It was a good fun event,  sound was great,  lighting was great.  I loved that you added champagne and the East Coast New Years Celebration.  It was a great show,  great job. 
My only feedback is that the railing right in front of the BB seating was very low and I assume it is for viewing purposes but it was scary walking by that especially for someone scared of heights and also not great with balance. Otherwise it was a great evening.  Thank you! ",0.3638798701298701,2023-12-01
651,150.0,AndrewSleighter,2023-12-31,"Social Media (Facebook, Twitter, Instagram)",66+,"$100,001 - $200,000",Very fun,,Workshop / Class,Very fun,,Very fun ,0.39,2023-12-01
652,150.0,AndrewSleighter,2023-12-31,"Social Media (Facebook, Twitter, Instagram)",56-65,"$100,001 - $200,000",Very nice ,,Workshop / Class,Very nice ,,Very nice  ,0.78,2023-12-01
653,150.0,AndrewSleighter,2023-12-31,Gesa Power House Theatre website (www.phtww.org),66+,"$100,001 - $200,000",Excellent ,Great show,Workshop / Class,Excellent ,Great show,Excellent  Great show,0.9,2023-12-01
654,150.0,AndrewSleighter,2023-12-31,Walla Walla Union Bulletin,56-65,"$50,000 or below",in center of B row it's a bit strange to hear the sound coming from speakers to the side instead of from performer 12 ft. in front of you.,,Workshop / Class,in center of B row it's a bit strange to hear the sound coming from speakers to the side instead of from performer 12 ft. in front of you.,,in center of B row it's a bit strange to hear the sound coming from speakers to the side instead of from performer 12 ft. in front of you. ,0.08333333333333333,2023-12-01
655,150.0,AndrewSleighter,2023-12-31,Walla Walla Union Bulletin,66+,"$50,001 - $100,000",All good,He was hilarious ! Loved it!,Workshop / Class,All good,He was hilarious ! Loved it!,All good He was hilarious ! Loved it!,0.7333333333333334,2023-12-01
656,150.0,AndrewSleighter,2023-12-31,"Social Media (Facebook, Twitter, Instagram)",46-55,"$100,001 - $200,000",Great event!  Maybe have the upstairs room open before the show for patrons to have a beverage without blocking the lobby.,,Workshop / Class,Great event!  Maybe have the upstairs room open before the show for patrons to have a beverage without blocking the lobby.,,Great event!  Maybe have the upstairs room open before the show for patrons to have a beverage without blocking the lobby. ,0.5,2023-12-01
657,150.0,AndrewSleighter,2023-12-31,"Social Media (Facebook, Twitter, Instagram)",56-65,"$200,001 or above",Staff is very friendly and inviting. The building is very nice. Lighting is adequate.  We had a little difficulty hearing the comedian. Probably because of the soft tone of his voice. ,,Workshop / Class,Staff is very friendly and inviting. The building is very nice. Lighting is adequate.  We had a little difficulty hearing the comedian. Probably because of the soft tone of his voice. ,,Staff is very friendly and inviting. The building is very nice. Lighting is adequate.  We had a little difficulty hearing the comedian. Probably because of the soft tone of his voice.  ,0.3026666666666667,2023-12-01
658,150.0,AndrewSleighter,2023-12-31,Tri-City Herald,66+,"$50,001 - $100,000",Mr. Andrew Sleighter is a comedian that has honed his craft.  He was pretty funny and knows how to get the audience involved.  I would recommend him to others and hope he returns some day soon with a new slate of comedic originals.  Thanks for giving him a stage to stand on and to send us into 2024 on a positive note.,"As the Powerhouse Theater becomes more popular and makes enough money for improvements, please consider making changes to the facility.  I think it could be a better venue over time if more funds would be spent to enhance the interior, but not take away from the historic nature of the building.  Thanks.",Workshop / Class,Mr. Andrew Sleighter is a comedian that has honed his craft.  He was pretty funny and knows how to get the audience involved.  I would recommend him to others and hope he returns some day soon with a new slate of comedic originals.  Thanks for giving him a stage to stand on and to send us into 2024 on a positive note.,"As the Powerhouse Theater becomes more popular and makes enough money for improvements, please consider making changes to the facility.  I think it could be a better venue over time if more funds would be spent to enhance the interior, but not take away from the historic nature of the building.  Thanks.","Mr. Andrew Sleighter is a comedian that has honed his craft.  He was pretty funny and knows how to get the audience involved.  I would recommend him to others and hope he returns some day soon with a new slate of comedic originals.  Thanks for giving him a stage to stand on and to send us into 2024 on a positive note. As the Powerhouse Theater becomes more popular and makes enough money for improvements, please consider making changes to the facility.  I think it could be a better venue over time if more funds would be spent to enhance the interior, but not take away from the historic nature of the building.  Thanks.",0.25104895104895103,2023-12-01
659,150.0,AndrewSleighter,2023-12-31,Gesa Power House Theatre website (www.phtww.org),36-45,"$100,001 - $200,000","We thought the event was great! Sound and lighting were great, the comic was very enjoyable, and the tickets were reasonably priced. I thought the champagne toast was a very nice thought, but wasn't executed very well. ","This was our first time to the theater, and we really enjoyed the event! I realize that there may be very little that can be done about this, but my main comment for things to improve would be the congestion of the lobby before the show. I realize there are several things that need to take place (will call, ticket scanning, coat check, bar, etc.) in a relatively small space, but the crowding means people have to wait outside for a while so that they can squeeze between people to get through the lobby. Perhaps longer hours for the bar, moving will call, or something like that would be helpful for reducing congestion. That said, the staff were all very friendly, welcoming, and helpful!",Workshop / Class,"We thought the event was great! Sound and lighting were great, the comic was very enjoyable, and the tickets were reasonably priced. I thought the champagne toast was a very nice thought, but wasn't executed very well. ","This was our first time to the theater, and we really enjoyed the event! I realize that there may be very little that can be done about this, but my main comment for things to improve would be the congestion of the lobby before the show. I realize there are several things that need to take place (will call, ticket scanning, coat check, bar, etc.) in a relatively small space, but the crowding means people have to wait outside for a while so that they can squeeze between people to get through the lobby. Perhaps longer hours for the bar, moving will call, or something like that would be helpful for reducing congestion. That said, the staff were all very friendly, welcoming, and helpful!","We thought the event was great! Sound and lighting were great, the comic was very enjoyable, and the tickets were reasonably priced. I thought the champagne toast was a very nice thought, but wasn't executed very well.  This was our first time to the theater, and we really enjoyed the event! I realize that there may be very little that can be done about this, but my main comment for things to improve would be the congestion of the lobby before the show. I realize there are several things that need to take place (will call, ticket scanning, coat check, bar, etc.) in a relatively small space, but the crowding means people have to wait outside for a while so that they can squeeze between people to get through the lobby. Perhaps longer hours for the bar, moving will call, or something like that would be helpful for reducing congestion. That said, the staff were all very friendly, welcoming, and helpful!",0.3398307291666667,2023-12-01
660,150.0,AndrewSleighter,2023-12-31,Other,36-45,"$100,001 - $200,000","Very well done. Fun atmosphere in a beautiful theater, everyone friendly, comedian very funny",,Workshop / Class,"Very well done. Fun atmosphere in a beautiful theater, everyone friendly, comedian very funny",,"Very well done. Fun atmosphere in a beautiful theater, everyone friendly, comedian very funny ",0.41000000000000003,2023-12-01
661,150.0,AndrewSleighter,2023-12-31,Gesa Power House Theatre website (www.phtww.org),56-65,"$200,001 or above","Excellent event! We never stopped laughing for almost 2 hours. The seats were comfortable and the staff were welcoming.  Thankfully, intermission was long enough to get everyone through the bathrooms. ",,Workshop / Class,"Excellent event! We never stopped laughing for almost 2 hours. The seats were comfortable and the staff were welcoming.  Thankfully, intermission was long enough to get everyone through the bathrooms. ",,"Excellent event! We never stopped laughing for almost 2 hours. The seats were comfortable and the staff were welcoming.  Thankfully, intermission was long enough to get everyone through the bathrooms.  ",0.33749999999999997,2023-12-01
662,150.0,AndrewSleighter,2023-12-31,"Walla Walla Union Bulletin, Gesa Power House Theatre website (www.phtww.org)",56-65,"$200,001 or above",Great night!,,Workshop / Class,Great night!,,Great night! ,1.0,2023-12-01
663,150.0,AndrewSleighter,2023-12-31,Walla Walla Union Bulletin,66+,,Excellent performer,,Workshop / Class,Excellent performer,,Excellent performer ,1.0,2023-12-01
664,150.0,AndrewSleighter,2023-12-31,Gesa Power House Theatre website (www.phtww.org),36-45,"$50,001 - $100,000",Ticket prices were high for what it was...a good show but I had heard a good amount of the material previously on his posted videos...would have been nice to have more new material--especially for the new year-since it was advertised as a NYE special...was expecting new material not a lot of repeated/old jokes...,"Having a military/veteran discount available would be nice. Also, consistency in pricing on the website from the main page throughout the event pages...Many times it differs and is conflicting...ticket pricing info should be clear and concise at a minimum, especially at the prices being charged. These aren't discount/cheap tickets. Another little detail--When popcorn is served in the lobby - Make it fresh...Nothing says ""We got you good"" like paying $4 for a tiny bag of popcorn...only to find out it is STALE. That's just bad business and acting in bad faith",Workshop / Class,Ticket prices were high for what it was...a good show but I had heard a good amount of the material previously on his posted videos...would have been nice to have more new material--especially for the new year-since it was advertised as a NYE special...was expecting new material not a lot of repeated/old jokes...,"Having a military/veteran discount available would be nice. Also, consistency in pricing on the website from the main page throughout the event pages...Many times it differs and is conflicting...ticket pricing info should be clear and concise at a minimum, especially at the prices being charged. These aren't discount/cheap tickets. Another little detail--When popcorn is served in the lobby - Make it fresh...Nothing says ""We got you good"" like paying $4 for a tiny bag of popcorn...only to find out it is STALE. That's just bad business and acting in bad faith","Ticket prices were high for what it was...a good show but I had heard a good amount of the material previously on his posted videos...would have been nice to have more new material--especially for the new year-since it was advertised as a NYE special...was expecting new material not a lot of repeated/old jokes... Having a military/veteran discount available would be nice. Also, consistency in pricing on the website from the main page throughout the event pages...Many times it differs and is conflicting...ticket pricing info should be clear and concise at a minimum, especially at the prices being charged. These aren't discount/cheap tickets. Another little detail--When popcorn is served in the lobby - Make it fresh...Nothing says ""We got you good"" like paying $4 for a tiny bag of popcorn...only to find out it is STALE. That's just bad business and acting in bad faith",0.13098140495867766,2023-12-01
665,150.0,AndrewSleighter,2023-12-31,"Email, Gesa Power House Theatre website (www.phtww.org)",56-65,"$50,001 - $100,000","  Andrew's voice was a little hard to distinguish at times, not sure if it was the mic or that he talked fairly fast. All in all it was allot of fun. 
We look foreword to next years New Years eve show, we have been at most of the New Years shows since the theatre started, they've all been enjoyable. 
  Thank You very much. Darrin and Lori.",,Workshop / Class,"  Andrew's voice was a little hard to distinguish at times, not sure if it was the mic or that he talked fairly fast. All in all it was allot of fun. 
We look foreword to next years New Years eve show, we have been at most of the New Years shows since the theatre started, they've all been enjoyable. 
  Thank You very much. Darrin and Lori.",,"  Andrew's voice was a little hard to distinguish at times, not sure if it was the mic or that he talked fairly fast. All in all it was allot of fun. 
We look foreword to next years New Years eve show, we have been at most of the New Years shows since the theatre started, they've all been enjoyable. 
  Thank You very much. Darrin and Lori. ",0.11850550964187327,2023-12-01
666,44.0,CollisionofRhythm,2023-10-27,Email,66+,"$100,001 - $200,000","Perfect. This was great, so much fun. Bring them back please",,Musical,"Perfect. This was great, so much fun. Bring them back please",,"Perfect. This was great, so much fun. Bring them back please ",0.525,2023-10-01
666,44.0,CollisionofRhythm,2023-10-27,Email,66+,"$100,001 - $200,000","Perfect. This was great, so much fun. Bring them back please",,Musical,"Perfect. This was great, so much fun. Bring them back please",,"Perfect. This was great, so much fun. Bring them back please ",0.525,2023-10-01
667,44.0,CollisionofRhythm,2023-10-27,Email,66+,"$50,001 - $100,000",Excellent ,,Musical,Excellent ,,Excellent  ,1.0,2023-10-01
667,44.0,CollisionofRhythm,2023-10-27,Email,66+,"$50,001 - $100,000",Excellent ,,Musical,Excellent ,,Excellent  ,1.0,2023-10-01
668,44.0,CollisionofRhythm,2023-10-27,Email,66+,"$100,001 - $200,000","Seemed great to me. Lighting, sound and content were great.
A great night’s entertainment. Fun evening.",,Musical,"Seemed great to me. Lighting, sound and content were great.
A great night’s entertainment. Fun evening.",,"Seemed great to me. Lighting, sound and content were great.
A great night’s entertainment. Fun evening. ",0.6199999999999999,2023-10-01
668,44.0,CollisionofRhythm,2023-10-27,Email,66+,"$100,001 - $200,000","Seemed great to me. Lighting, sound and content were great.
A great night’s entertainment. Fun evening.",,Musical,"Seemed great to me. Lighting, sound and content were great.
A great night’s entertainment. Fun evening.",,"Seemed great to me. Lighting, sound and content were great.
A great night’s entertainment. Fun evening. ",0.6199999999999999,2023-10-01
